Name;Tradename;Disease;Indication;Status;URL;Category
ofatumumab;Kesimpta;Multiple Sclerosis, Relapsing-Remitting;Kesimpta is indicated for the treatment of adult patients with relapsing forms of multiple sclerosis (RMS) with active disease defined by clinical or imaging features (see section 5.1).;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/kesimpta;Human
lenacapavir;Sunlenca;HIV Infections;Sunlenca injection, in combination with other antiretroviral(s), is indicated for the treatment of adults with multidrug resistant HIV 1 infection for whom it is otherwise not possible to construct a suppressive anti viral regimen (see sections 4.2 and 5.1). Sunlenca tablet, in combination with other antiretroviral(s), is indicated for the treatment of adults with multidrug resistant HIV 1 infection for whom it is otherwise not possible to construct a suppressive anti viral regimen, for oral loading prior to administration of long-acting lenacapavir injection (see sections 4.2 and 5.1).;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/sunlenca;Human
iloprost;Ventavis;Hypertension, Pulmonary;Treatment of patients with primary pulmonary hypertension, classified as New York Heart Association functional class III, to improve exercise capacity and symptoms.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/ventavis;Human
hydroxocobalamin;Cyanokit;Poisoning;Treatment of known or suspected cyanide poisoning. Cyanokit is to be administered together with appropriate decontamination and supportive measures.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/cyanokit;Human
macitentan;Opsumit;Hypertension, Pulmonary;Adults Opsumit, as monotherapy or in combination, is indicated for the long-term treatment of pulmonary arterial hypertension (PAH) in adult patients of WHO Functional Class (FC) II to III. Paediatric populationOpsumit, as monotherapy or in combination, is indicated for the long-term treatment of pulmonary arterial hypertension (PAH) in paediatric patients aged less than 18 years and bodyweight ≥ 40 kg with WHO Functional Class (FC) II to III. Opsumit, as monotherapy or in combination, is indicated for the long-term treatment of pulmonary arterial hypertension (PAH) in paediatric patients aged 2 years to less than 18 years with WHO Functional Class (FC) II to III.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/opsumit;Human
ambrisentan;Ambrisentan Viatris (previously Ambrisentan Mylan);Hypertension, Pulmonary;Ambrisentan Mylan is indicated for the treatment of pulmonary arterial hypertension (PAH) in adult patients of WHO Functional Class (FC) II to III, including use in combination treatment. Efficacy has been shown in idiopathic PAH (IPAH) and in PAH associated with connective tissue disease. Ambrisentan Mylan is indicated for the treatment of pulmonary arterial hypertension (PAH) in adult patients of WHO Functional Class (FC) II to III, including use in combination treatment. Efficacy has been shown in idiopathic PAH (IPAH) and in PAH associated with connective tissue disease.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/ambrisentan-viatris;Human
"fenofibrate;simvastatin";Cholib;Dyslipidemias;Cholib is indicated as adjunctive therapy to diet and exercise in high cardiovascular risk adult patients with mixed dyslipidaemia to reduce triglycerides and increase HDL C levels when LDL C levels are adequately controlled with the corresponding dose of simvastatin monotherapy.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/cholib;Human
autologous CD34+ cells encoding ARSA gene;Libmeldy;Leukodystrophy, Metachromatic;Libmeldy is indicated for the treatment of metachromatic leukodystrophy (MLD) characterized by biallelic mutations in the arysulfatase A (ARSA) gene leading to a reduction of the ARSA enzymatic activity:  in children with late infantile or early juvenile forms, without clinical manifestations of the disease, in children with the early juvenile form, with early clinical manifestations of the disease, who still  have the ability to walk independently and before the onset of cognitive decline.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/libmeldy;Human
selpercatinib;Retsevmo;"Carcinoma, Non-Small-Cell Lung;Thyroid Neoplasms";Retsevmo as monotherapy is indicated for the treatment of adults with: – advanced RET fusion positive non small cell lung cancer (NSCLC) not previously treated with a RET inhibitor– advanced RET fusion positive solid tumours, when treatment options not targeting RET provide limited clinical benefit, or have been exhausted (see sections 4.4 and 5.1)Retsevmo as monotherapy is indicated for the treatment of adults and adolescents 12 years and older with:– advanced RET fusion positive thyroid cancer who are radioactive iodine-refractory (if radioactive iodine is appropriate)– advanced RET mutant medullary thyroid cancer (MTC);Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/retsevmo;Human
human coagulation factor X;Coagadex;Factor X Deficiency;Coagadex is indicated for the treatment and prophylaxis of bleeding episodes and for perioperative management in patients with hereditary factor X deficiency. Coagadex is indicated in all age groups.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/coagadex;Human
infliximab;Remicade;"Spondylitis, Ankylosing;Arthritis, Rheumatoid;Psoriasis;Crohn Disease;Arthritis, Psoriatic;Colitis, Ulcerative";"Rheumatoid arthritis Remicade, in combination with methotrexate, is indicated for the reduction of signs and symptoms as well as the improvement in physical function in:  adult patients with active disease when the response to disease-modifying antirheumatic drugs (DMARDs), including methotrexate, has been inadequate; adult patients with severe, active and progressive disease not previously treated with methotrexate or other DMARDs.  In these patient populations, a reduction in the rate of the progression of joint damage, as measured by X-ray, has been demonstrated. Adult Crohn's disease Remicade is indicated for:  treatment of moderately to severely active Crohn's disease, in adult patients who have not responded despite a full and adequate course of therapy with a corticosteroid and / or an immunosuppressant; or who are intolerant to or have medical contraindications for such therapies; treatment of fistulising, active Crohn's disease, in adult patients who have not responded despite a full and adequate course of therapy with conventional treatment (including antibiotics, drainage and immunosuppressive therapy).  Paediatric Crohn's disease Remicade is indicated for treatment of severe, active Crohn's disease, in children and adolescents aged six to 17 years, who have not responded to conventional therapy including a corticosteroid, an immunomodulator and primary nutrition therapy; or who are intolerant to or have contraindications for such therapies. Remicade has been studied only in combination with conventional immunosuppressive therapy. Ulcerative colitis Remicade is indicated for treatment of moderately to severely active ulcerative colitis in adult patients who have had an inadequate response to conventional therapy including corticosteroids and 6-mercaptopurine (6-MP) or azathioprine (AZA), or who are intolerant to or have medical contraindications for such therapies. Paediatric ulcerative colitis Remicade is indicated for treatment of severely active ulcerative colitis, in paediatric patients aged six to 17 years, who have had an inadequate response to conventional therapy including corticosteroids and 6-MP or AZA, or who are intolerant to or have medical contraindications for such therapies. Ankylosing spondylitis Remicade is indicated for treatment of severe, active ankylosing spondylitis, in adult patients who have responded inadequately to conventional therapy. Psoriatic arthritis Remicade is indicated for treatment of active and progressive psoriatic arthritis in adult patients when the response to previous DMARD therapy has been inadequate. Remicade should be administered:  in combination with methotrexate; or alone in patients who show intolerance to methotrexate or for whom methotrexate is contraindicated.  Remicade has been shown to improve physical function in patients with psoriatic arthritis, and to reduce the rate of progression of peripheral joint damage as measured by X-ray in patients with polyarticular symmetrical subtypes of the disease. Psoriasis Remicade is indicated for treatment of moderate to severe plaque psoriasis in adult patients who failed to respond to, or who have a contraindication to, or are intolerant to other systemic therapy including cyclosporine, methotrexate or psoralen ultraviolet A (PUVA).";Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/remicade;Human
evolocumab;Repatha;"Dyslipidemias;Hypercholesterolemia";Hypercholesterolaemia and mixed dyslipidaemia Repatha is indicated in adults with primary hypercholesterolaemia (heterozygous familial and non-familial) or mixed dyslipidaemia, as an adjunct to diet:  in combination with a statin or statin with other lipid lowering therapies in patients unable to reach LDL-C goals with the maximum tolerated dose of a statin or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.  Homozygous familial hypercholesterolaemia Repatha is indicated in adults and adolescents aged 12 years and over with homozygous familial hypercholesterolaemia in combination with other lipid-lowering therapies. Established atherosclerotic cardiovascular disease Repatha is indicated in adults with established atherosclerotic cardiovascular disease (myocardial infarction, stroke or peripheral arterial disease) to reduce cardiovascular risk by lowering LDL-C levels, as an adjunct to correction of other risk factors:  in combination with the maximum tolerated dose of a statin with or without other lipid-lowering therapies or, alone or in combination with other lipid-lowering therapies in patients who are statin-intolerant, or for whom a statin is contraindicated.  For study results with respect to effects on LDL-C, cardiovascular events and populations studied see section 5.1.;Authorised;https://www.ema.europa.eu/en/medicines/human/EPAR/repatha;Human
